1	2005-10-27 23:40:14.000	To hide a column at run time you can hook up to the GridView's RowDataBound event and set the Visible property of the cell you want to hide to false:

 

protected void GridView1_RowDataBound(object sender, GridViewRowEventArgs e)

{

e.Row.Cells[0].Visible = false;

}
	Fredrik.NSquared2.com/viewpost.aspx?PostID=339&showfeedback=true		KnowledgeBasePage.aspx.cs	1301
2	2005-10-28 12:38:52.000	if ( !Page.IsPostBack ) { ButtonClose.Attributes.Add("onClick", "javascript:window.close();"); }	VB2TheMax.com/ShowContent.aspx?ID=ccc400c5-77d2-412b-bd5f-a89cf22ee854		KnowledgeBasePage.aspx.cs	
20	2006-04-16 20:11:36.757	string[] borderStyles = Enum.GetNames(typeof(BorderStyle)); string[] colors = Enum.GetNames(typeof(System.Drawing.KnownColor)); System.Drawing.Text.InstalledFontCollection fonts; BackgroundColor.DataSource = colors; BackgroundColor.DataBind(); fonts = new System.Drawing.Text.InstalledFontCollection(); foreach( FontFamily fontFamily in fonts.Families) {FontName.Items.Add(fontFamily.Name);} TypeConverter typeConverterBorderStyle = TypeDescriptor.GetConverter(typeof(BorderStyle)); pnlCard.BackColor = Color.FromName(BackgroundColor.SelectedItem.Text); Greet.Font.Name = FontName.SelectedItem.Text; pnlCard.BorderStyle = (BorderStyle) typeConverterBorderStyle.ConvertFromString(Border_Style.SelectedItem.Text);	ProseTech.com 		D:\WordOfGod\GreetingCard.aspx.cs	
21	2006-04-17 21:18:06.740	protected void Ads_AdCreated(Object sender, AdCreatedEventArgs e) { Banner.NavigateUrl = e.NavigateUrl; Banner.Text = e.AlternateText;}	ProseTech.com 		D:\WordOfGod\Advertisement.aspx	
22	2006-04-17 21:20:05.203	[Serializable] public class Custom {}	ProseTech.com 		D:\WordOfGod\ViewState.aspx	
24	2006-04-19 20:18:32.000	<%# Request.Browser.Browser %> DataBind(); Dictionary<int, string> fruit = new Dictionary<int, string>(); fruit.Add(1, "Kiwi"); Fruit.DataSource = fruit; Fruit.DataTextField = "Value"; Fruit.DataValueField = Key; Fruit.DataBind();	ProseTech.com 		DataBind.aspx	
25	2006-04-20 19:57:16.873	Secure Sockets Layer (SSL) Certificate  Verisign.com GeoTrust.com GlobalSign.com Thawte.com	ProseTech.com 			
26	2006-04-21 20:55:39.317	Application Session Cache				
27	2006-04-22 20:52:48.053	WebRequest request = WebRequest.Create("http://www.microsoft.com"); WebResponse response = request.GetResponse(); StreamReader reader = new StreamReader(response.GetResponseStream(), Encoding.ASCII); System.Console.WriteLine(reader.ReadToEnd());	syncfusion.com/FAQ/aspnet		D:\WordOfGod\WebRequestResponse.cs	
28	2006-04-23 20:33:01.000	public interface IAudio { void AdjustVolume(int value); } public class Radio : IAudio { private int volume = 0; void IAudio.AdjustVolume(int value) { volume += value; }  public static void Main(string[] argv) { Radio radio = new Radio(); IAudio audio = (IAudio) radio; audio.AdjustVolume(5); } }	SoftConcepts.com		Radio.cs	
29	2006-05-01 20:58:32.510	dataGridViewBibleBook.CellFormatting += OnCellFormatting;	awprofessional.com/content/images/032126892X/samplechapter/Noyes_ch06.pdf  Brian Noyes: Data Binding with Windows Forms 2.0: Programming Smart 		D:\WordOfGod\WindowsApplicationBibleBook\FormBibleBook.cs	
30	2006-05-02 18:44:30.880	this.textBox1.TextChanged += new System.EventHandler(this.textBox1_TextChanged);	Oreilly.com/catalog/netwinformian/chapter/ch03.pdf			
31	2006-05-02 21:47:46.000	this.FormClosing += Form_Closing; private void Form_Closing(object sender, System.ComponentModel.CancelEventArgs e) { DialogResult rc = MessageBox.Show("Save work before exiting?","Exit application",MessageBoxButtons.YesNoCancel); if (rc == DialogResult.Cancel) { e.Cancel = true; } else if (rc == DialogResult.Yes) {  } }	Oreilly.com/catalog/netwinformian/chapter/ch03.pdf 		FormBibleBook.cs 	
33	2006-05-03 21:54:03.937	FormScriptureReference formScriptureReference = new FormScriptureReference(); formScriptureReference.InstanceReference = this; formScriptureReference.Show(); private Form instanceReference = null; public Form InstanceReference { get { return instanceReference; } set { instanceReference = value; } } InstanceReference.Show();	Braintique.com/csharp/chapters/11ch03.shtml		D:\WordOfGod\WindowsApplicationBibleBook\FormScriptureReference.cs	
35	2006-05-07 16:00:00.000	META  HTTP-EQUIV="EXPIRES" CONTENT="0" META  HTTP-EQUIV="PRAGMA" CONTENT="NO-CACHE"			JavaScript.aspx	
37	2006-05-11 20:15:30.000	delegate void DelegateSignature(); public static void Main() { DelegateSignature delegateSignature = new DelegateSignature(DelegateFunction); delegateSignature(); } public static void DelegateFunction() { System.Console.WriteLine("DelegateFunction()"); } }  				
39	2006-05-15 12:45:00.447	Windows Data Type .NET Data Type	msdn.microsoft.com/vcsharp/default.aspx?pull=/library/en-us/dv_vstechart/html/pinvoke.asp#docum_topic3		D:\WordOfGod\Windows Data Type .NET Data Type.txt	69
40	2006-05-20 21:00:15.000	bool leapYear = ( year % 4 == 0 ) && ( ( year % 100 != 0 ) || (year % 400 == 0) );	CharlesPetzold.com		D:\WordOfGod\LeapYear.cs	
43	2006-05-24 16:19:15.240	virtual override new	msdn2.microsoft.com/en-us/library/6fawty39.aspx			
44	2006-05-24 18:50:11.000	Object methods: Equals, GetHashCode, GetType, ToString, Finalize, MemberwiseClone	LibertyAssociates.com			
49	2006-06-05 18:03:55.753	The main difference between DetailsView and FormView is that DetailsView has a built-in tabular rendering, whereas FormView requires a user-defined template for its rendering.	ASP.net/QuickStart/aspnet/doc/ctrlref/data/formview.aspx		D:\WordOfGod\ContactMaintenance.aspx	69
16	2006-04-15 14:43:55.000	<div style="font-weight: bold" id="Result" runat="server" />	ProseTech.com		CurrencyConverter.aspx	
32	2006-05-03 20:16:22.000	public class ScreenArea : Form { public ScreenArea() { Rectangle rectangle = new Rectangle(); rectangle = Screen.GetWorkingArea(this); this.Left = 0; this.Top = 0; this.Size = new Size(rectangle.Width, rectangle.Height); this.Text = "Screen Working Area: " + Screen.GetWorkingArea(this).ToString() + "Screen Real Area: " + Screen.GetBounds(this).ToString(); } public static void Main(string[] argv) { Application.Run( new ScreenArea() ); } }			ScreenArea.cs	
34	2006-05-05 20:20:41.227	FormScriptureReference formScriptureReference = new FormScriptureReference(); formScriptureReference.InstanceReference = this; formScriptureReference.Show(); private Form instanceReference = null; public Form InstanceReference { get { return instanceReference; } set { instanceReference = value; } } InstanceReference.Show();	Braintique.com/csharp/chapters/11ch03.shtml		D:\WordOfGod\WindowsApplicationBibleBook\FormScriptureReference.cs	
38	2006-05-15 11:45:35.943	Hashtable sacredText;    sacredText = new Hashtable(); System.Console.WriteLine(sacredText["Priestly Benediction"]); System.Console.WriteLine(sacredText["Priestly Benediction"]); IDictionaryEnumerator enumerator; enumerator = sacredText.GetEnumerator(); while ( enumerator.MoveNext() ) { System.Console.WriteLine(enumerator.Value.ToString()); }  foreach(object key in sacredText.Keys) {System.Console.WriteLine(key);}  foreach(object value in sacredText.Values) {System.Console.WriteLine(value);}	support.microsoft.com/default.aspx?scid=kb;en-us;309357 		D:\WordOfGod\SacredText.cs	69
41	2006-05-22 11:23:07.000	Page_Init Page_Load Page_PreRender Page_UnLoad				
42	2006-05-24 14:39:15.680	Application, Cache, Session, ViewState				
45	2006-05-25 17:13:05.047	Queue first-in, first-out (FIFO), Stack last-in-first-out (LIFO)				
46	2006-05-25 17:32:22.400	Queue queue = new Queue(); queue.Enqueue("The"); foreach ( Object obj in queue ) { System.Console.WriteLine(obj); }	LibertyAssociates.com 		D:\WordOfGod\UtilityQueue.cs	
47	2006-05-25 17:47:23.700	Stack stack = new Stack(); stack.Push("Talent"); stack.Push("Tale"); foreach ( Object obj in stack ) { System.Console.WriteLine(obj); }	LibertyAssociates.com 		D:\WordOfGod\UtilityStack.cs	
48	2006-05-28 10:47:56.850	"D:\Program Files\Microsoft.NET\SDK\v2.0\GuiDebug\DbgClr.exe" Open your source files in the CLR Debugger. Attach to the ASP.NET worker process, w3wp.exe, for IIS 6.0. Set breakpoints. Browse to the application.	support.microsoft.com/?id=893657 			
50	2006-06-06 17:43:36.000	=Sum(Fields!Census.Value) ="Page: " & Globals!PageNumber & " of: " & Globals!TotalPages				
51	2006-06-10 16:29:33.220	public static Point operator + ( Point p1, Point p2 )			Point.cs	
52	2006-06-11 16:17:53.000	pointer = window.setTimeout("hello()",5000); window.clearTimeout(pointer);				
53	2006-06-11 16:57:04.790	public enum Suit {Club=0, Diamond=1, Heart=2, Space=3} public class Card { public static void Main(string[] argv) { Suit suit = Suit.Club; System.Console.WriteLine("Suit: {0}", suit); } }				
54	2006-06-16 18:15:20.220	head tag link rel="prefetch" href="/images/big.jpg"				
55	2006-06-16 18:15:54.187	meta HTTP-EQUIV="Link" CONTENT="</images/big.jpg>; rel=prefetch"				
56	2006-06-17 19:31:02.000	A Web garden is configured on a single server by specifying multiple worker processes for an application pool. Web farms use multiple servers for a Web site.	microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/659f2e2c-a58b-4770-833b-df96cabe569e.mspx?mfr=true			
57	2006-07-02 20:38:42.473	PasswordText.Attributes.Add("value", "ThePassword");	RyanFarley.com/blog/archive/2004/12/18/1300.aspx			
58	2006-07-02 21:00:45.000	/*First date of month */ Select dateadd(m, datediff(m, 0, getdate()), 0)	RyanFarley.com/blog/archive/2005/02/15/1689.aspx 		fn_LastDayOfMonth.sql	
61	2006-07-03 22:12:54.000	NewSequentialID()	SQLJunkies.com/Article/4067A1B1-C31C-4EAF-86C3-80513451FC03.scuk			
64	2006-07-04 15:37:21.000	autocomplete="off" Textbox1.Attributes.Add("autocomplete", "off");	RyanFarley.com/blog/archive/2005/02/23/1739.aspx			
66	2006-07-14 15:42:27.000	The session data is stored on the server side in one of the supported session state stores, which include in-process memory, SQL ServerT database, and the ASP.NET State Server service. Page EnableSessionState="False". Page EnableSessionState="ReadOnly". configuration system.web pages enableSessionState="false".	msdn.microsoft.com/msdnmag/issues/05/09/SessionState		Session.aspx	
67	2006-07-15 17:32:11.000	System.Diagnostics.Debug.Assert(q.Area(3,2) == 6);	msdn.microsoft.com/msdnmag/issues/04/04/ExtremeProgramming		Rectangle.cs	
69	2006-07-21 18:33:48.000	string[] words = { "the", "fox", "jumped", "over", "the", "dog" }; LinkedList &lt;string&gt; sentence = new LinkedList &lt;string&gt;(words);	msdn2.microsoft.com/en-us/library/he2s3bh7.aspx		ExampleLinkedList.cs	
70	2006-07-24 13:22:04.277	Live lock request for an exclusive lock in the midst of share lock.				
71	2006-07-24 13:32:57.000	C:\Program Files\Microsoft.NET\SDK\v1.1\GuiDebug\DbgClr.exe	support.microsoft.com/?id=893657			
72	2006-07-24 16:09:04.717	UserControlColor.ascx UserControlColor.aspx	msdn2.microsoft.com/en-us/library/fb3w5b53.aspx		UserControlColor.ascx	69
74	2006-08-03 19:09:56.873	NUnit				
75	2006-08-09 15:00:11.910	&lt;%-- Server side comment --%&gt;	weblogs.asp.net/scottgu/archive/2006/07/09/Tip_2F00_Trick_3A00_-Using-Server-Side-Comments-with-ASP.NET-2.0-.aspx			
76	2006-08-09 15:46:51.413	&lt;%@ Page Language="C#" AutoEventWireup="true" CodeFile="CurrencyConverter.aspx.cs" Inherits="CurrencyConverter" %&gt;			CurrencyConverter.aspx	
77	2006-08-09 18:23:18.000	App_Offline.htm &gt;= 512 bytes 				
78	2006-08-11 14:53:17.180	unsafe { int * array = stackalloc int[42]; }				
79	2006-08-11 20:22:25.450	delegate void Func(string s); ForAll(argv, DelegateFunction); public static void ForAll(string[] argv, Func call) { call(arg); } public static void DelegateFunction(string argv) { System.Console.WriteLine("{0}", argv); }	JaggerSoft.com/csharp_course/20_Delegates_files/frame.htm		SampleDelegate.cs	
80	2006-08-20 16:46:44.920	theBody.Attributes["bgColor"] = Profile.backColor;				
81	2006-08-20 21:47:36.230	ProfileBase profile = null; profile = HttpContext.Current.Profile as ProfileBase; TextBoxFirstName.Text = profile["FirstName"].ToString();	OdeToCode.com/Articles/440.aspx		ProfilePage.aspx.cs	
82	2006-08-21 11:57:10.000	&lt;%@Page Language="C#" Theme="Blue" %&gt; body { background-color:blue;}			Theme.aspx	
83	2006-09-09 10:22:00.637	oleDbCommand = new OleDbCommand( commandText, oleDbConnection); oleDbDataAdapter = new OleDbDataAdapter( oleDbCommand ); oleDbDataAdapter.Fill(dataSet);				
84	2006-09-10 14:33:36.150	In SQL Server, SET DEADLOCK_PRIORITY allows a process to determine its priority for being chosen as the victim using one of 21 different priority levels, from -10 to 10.  You can still use the value LOW, which  is equivalent to -5, or NORMAL which is the same as 0, or HIGH, which is 5. The default, of course, is NORMAL.				
87	2006-09-15 13:49:32.200	SELECT * FROM sys.dm_tran_locks				
88	2006-09-15 14:05:18.303	SET TRANSACTION ISOLATION LEVEL SERIALIZABLE				
89	2006-09-15 14:19:40.673	BEGIN TRAN;SELECT * FROM sys.dm_os_waiting_tasks; DBCC INPUTBUFFER(52); KILL 52;				
90	2006-09-15 14:21:45.917	SET LOCK_TIMEOUT 1000				
91	2006-09-16 17:36:42.000	TelephoneType uniqueidentifier ROWGUIDCOL DEFAULT NEWID(),				
92	2006-09-16 18:16:19.453	ALTER TABLE TelephoneType NOCHECK CONSTRAINT ALL				
93	2006-09-16 21:21:05.317	CREATE [ UNIQUE ] [ CLUSTERED | NONCLUSTERED ] INDEX index_name ON Table or View (Column ASC or Desc)				
19	2006-04-16 12:46:10.000	<%@ import Namespace="System.Drawing" %> int alpha = 255, red = 0, green = 255, blue = 0; ctrl.ForeColor = Color.FromArgb(alpha, red, green, blue); Ctrl.ForeColor = Color.Crimson; txtRed.ForeColor = Color.FromName("Blue"); <asp:TextBox ForeColor="Red" Text="Test" id="txt" runat="server" /> <asp:TextBox ForeColor="#ff50ff" Text="Test" id="txt" runat="server" />	ProseTech.com 		Color.aspx	
23	2006-04-17 22:19:22.053	TextBox PostBackUrlFrom = (TextBox) Page.PreviousPage.FindControl("PostBackUrlFrom");	msdn2.microsoft.com/en-us/library/ms178139(VS.80).aspx		D:\WordOfGod\PostBackUrlTo.aspx	
36	2006-05-09 21:39:19.000	with (document.formCustomer) { var customerFirstname=firstName.value;}			With.html	
68	2006-07-17 18:41:40.000	Head Title LINK REL=STYLESHEET TYPE="text/css" HREF="http://style.com/cool" TITLE="Cool". STYLE TYPE="text/css" @import url(http://style.com/basic); H1 { color: blue } STYLE. P STYLE="color: green">While the paragraph is green.	w3.org/TR/REC-CSS1			
73	2006-07-25 15:05:56.000	Schema, set-based query, index, concurrency, server tuning	SQLServerBible.com/opttheory.htm			
85	2006-09-14 15:51:33.000	ACID Atomicity means that the transactions are an all-or-nothing entity-carrying out all steps or none at all. Consistency ensures that the data is valid both before and after the transaction. Data integrity must be maintained (foreign key references, for example) and internal data structures need to be in a valid state. Isolation is a requirement that transactions not be dependent on other transactions that may be taking place concurrently (either at the same time or overlapping). One transaction can't see another transaction's data that is in an intermediate state, but instead sees the data as it was either before the transaction began or after. Durability means that the transaction's effects are permanent after the transaction has committed, and any changes will survive system failures.				
86	2006-09-14 16:55:23.000	DBCC OPENTRAN				
94	2006-09-16 21:32:01.323	EXEC sp_helpindex tablename				
95	2006-09-16 21:38:16.757	ALTER INDEX index_name ON table_or_view_name DISABLE				
96	2006-09-16 21:43:51.487	DROP INDEX <table_or_view_name>.<index_name>				
97	2006-09-16 21:48:40.157	CREATE NONCLUSTERED INDEX IX_Contact_SequenceOrderId ON Contact (SequenceOrderId) WITH (DROP_EXISTING = ON)				
98	2006-09-18 11:12:18.000	SELECT * FROM sys.indexes WHERE object_id = OBJECT_ID('Contact')				
99	2006-09-20 16:02:19.553	SELECT definition FROM sys.sql_modules WHERE object_id = OBJECT_ID('ViewContactSet')				
100	2006-09-21 16:28:22.497	SET STATISTICS IO ON				
101	2006-09-22 14:11:17.060	SELECT IDENT_CURRENT('TelephoneType')				
102	2006-09-22 14:45:20.320	SELECT SCOPE_IDENTITY()				
103	2006-09-22 14:46:37.847	SELECT @@IDENTITY				
104	2006-09-22 19:55:46.887	SELECT COUNT(*) FROM sys.dm_exec_cached_plans; DBCC FREEPROCCACHE				
112	2006-10-20 15:40:20.643	User-Defined Value Types: enum, struct. 30 days: April, June, September, November. Object methods: ToString(), Equals(), GetType(), Finalize(). Stack value type. Heap reference type. Mutex A mutual exclusion. Internal, Private, Protected, Protected internal, Public.				
113	2006-10-20 15:57:28.000	StringCollection. Hashtable DictionaryEntry Key Value. HybridDictionary ListDictionary Hashtable. NameValueCollection AllKeys GetKey Get. Queue Enqueue IEnumerable. Stack Push Pop. SortedList GetKey GetByIndex.				
114	2006-10-30 18:34:55.000	Multicast delegates contain more than one function pointer.	http://msdn2.microsoft.com/en-US/library/ms173175.aspx		MulticastDelegate.cs	
115	2006-11-01 09:31:59.180	All structs inherit directly from System.ValueType, which inherits from System.Object.				
116	2006-11-05 16:17:56.823	instance1 = null; System.GC.Collect(); System.GC.WaitForPendingFinalizers();				
117	2006-11-06 13:47:40.000	catch { /* */ }			ParameterlessException.cs	
118	2006-11-08 10:34:10.320	Temp table tempdb database, variable table memory.				
119	2006-12-16 19:32:40.000	public static IEnumerable Items() { return (T[])Enum.GetValues(typeof(T)); } foreach (Test t in Enumerator.Items()) { Console.WriteLine(t + " = " + Convert.ToInt32(t)); }	Blogs.Wdevs.com/Gootvilig/archive/2006/11/07.aspx			
120	2006-12-17 20:48:41.627	Explorer %SystemRoot%\Assembly				
121	2006-12-18 00:35:31.587	object[] oa = new object[] { "A", "B" }; string[] sa = Array.ConvertAll<object, string>(oa, delegate(object obj) { return (string)obj; }); object[] objArray = { "1","2","3","4" }; string[] strArray = new string[ objArray.Length ]; Array.Copy( objArray, 0, strArray, 0, objArray.Length );	Experts-Exchange.com/Programming/Programming_Languages/C_Sharp/Q_21703411.html			
123	2006-12-20 21:40:48.280	object[] oa = new object[] { "A", "B" }; string[] sa = Array.ConvertAll<object, string>(oa, delegate(object obj) { return (string)obj; }); object[] objArray = { "1","2","3","4" }; string[] strArray = new string[ objArray.Length ]; Array.Copy( objArray, 0, strArray, 0, objArray.Length );	Experts-Exchange.com/Programming/Programming_Languages/C_Sharp/Q_21703411.html			
125	2006-12-21 06:02:47.863	http://ephraimtech.com/remindme/Login.aspx?ReturnUrl=%2fRemindMe%2fcover.aspx				
126	2007-01-01 10:24:59.707	[System.Diagnostics.Conditional("DEBUG")]				
127	2007-01-05 00:20:12.267	javascript: window.clipboardData.setData("Text", document.cookie);	neo-official.blogspot.com			
131	2007-01-10 05:34:36.753	alright I found the control causing the error I have two dropdowns City and County When you select a county it gets a list of cities using an xmlhttprequest in javascript and fills the city drop down with this list. The only way I found to fix it was to make the city a HtmlSelect contorl instead of a dropdownlist	forums.asp.net/3/1064482/ShowThread.aspx			
132	2007-01-11 00:00:00.000	grc.com | canyouseeme.org | dnscmd | /clearcache | sc query W3SVC | sc query MSFtpSvc | netsh int ip reset resetlog.txt			Microsoft_-_PortQry0x00000002.txt 	
133	2007-01-13 14:56:07.643	Line: 2 Char: 26313 Error: Object required Code: 0 ComponentArt:Menu Orientation="Vertical"			D:\Baynet.com\EAgents\UC\BaynetNavbar.ascx	
134	2007-01-18 13:13:12.000	Page executingPage = HttpContext.Current.Handler as Page;	developerfusion.co.uk/show/4700/		MessageBox.cs	
135	2007-01-19 01:38:45.823	getElementsByTagName	thescripts.com/forum/thread155800.html 		D:\Baynet.com\EAgents\UC\ProfileMaintenance.ascx	
136	2007-01-19 13:32:53.000	legend <%= PrimaryProfile == 1 ? "style=\"Display:none;\"" : "" % ? : IIF	wap2web.de/aspmenu.aspx			
137	2007-01-19 17:11:28.673	(System.Web.UI.HtmlControls.HtmlGenericControl) Page.Master.FindControl("body1").Attributes.Add("onLoad", "javascript:BodyOnLoad();");	odetocode.com/Blogs/scott/archive/2005/07/18/1947.aspx		E:\Projects\IIS\EAgents\UC\ProfileMaintenance.ascx.cs	
138	2007-01-21 14:11:01.820	[FlagsAttribute] enum	msdn2.microsoft.com/en-us/library/kxydatf9.aspx		D:\WordOfGod\UtilityNetworkManagement.cs	
142	2007-01-22 21:56:31.013	Telephone number: (Area Code) Prefix-Line number. Prefix-Line number also known as subscriber id.				
144	2007-01-23 17:15:49.000	David Seruyange Redirect to Self (ASP.NET) Response.Redirect(Request.Path); Response.Redirect(Request.RawUrl); Response.Redirect(Request.Url.ToString());	metadeveloper.blogspot.com/2006/05/redirect-to-self-aspnet.html		Global.cs 	
149	2007-01-25 00:49:26.733	INPUT id="ButtonClose" onclick="window.opener.document.forms[0].submit();window.close()" type="button" value="Close" name="ButtonClose"	dotnetjunkies.com/WebLog/search.aspx?q=page+event&p=1			
150	2007-01-25 01:23:00.640	protected void Application_Error(object sender, EventArgs e)
{
     Exception _exception = Server.GetLastError();

     if(_exception.GetType()==typeof(HttpException) )
     {
          Server.Transfer("~/ExceptionPages/HttpExceptionForm.aspx");
     }
}	dotnetjunkies.com/WebLog/search.aspx?q=page+event&p=1 		D:\Baynet.com\EAgents\App_Code\Global.cs	
59	2006-07-02 21:02:15.000	/* Last date of month */ Select dateadd(m, datediff(m, 0, dateadd(m, 1, getdate())), -1)	RyanFarley.com/blog/archive/2005/02/15/1689.aspx		fn_FirstDayOfMonth.sql	
60	2006-07-03 19:45:47.000	In a new production environment, you will typically have RAID 1 (mirroring) for the log and RAID 10 (mirroring and striping) with at least four disks for the data. You will also have more CPU cache than 256KB, probably more than one CPU, and also at least 1GB of memory.	informit.com/articles/article.asp?p=25862&seqNum=7&rl=1			
62	2006-07-04 10:33:47.000	SET is the ANSI standard for variable assignment, SELECT is not. SET can only assign one variable at a time, SELECT can make multiple assignments at once. If assigning from a query, SET can only assign a scalar value. If the query returns multiple values/rows then SET will raise an error. SELECT will assign one of the values to the variable and hide the fact that multiple values were returned (so you'd likely never know why something was going wrong elsewhere - have fun troubleshooting that one). When assigning from a query if there is no value returned then SET will assign NULL, where SELECT will not make the assignment at all (so the variable will not be changed from it's previous value). As far as speed differences - there are no direct differences between SET and SELECT. However SELECT's ability to make multiple assignments in one shot does give it a slight speed advantage over SET.	RyanFarley.com/blog/archive/2004/03/01/390.aspx			
63	2006-07-04 11:26:46.000	DECLARE @Separator VARCHAR(2); DECLARE @TelephoneType VARCHAR(100); SELECT @Separator = ', ', @TelephoneType = ''; SELECT @TelephoneType = @TelephoneType + LongDescription + @Separator FROM TelephoneType; IF @TelephoneType <> '' SELECT @TelephoneType = LEFT(@TelephoneType, LEN(@TelephoneType) - LEN(@Separator)); PRINT @TelephoneType; 	RyanFarley.com/blog/archive/2005/02/17/1712.aspx		FlatOutData.sql	
65	2006-07-04 18:35:25.070	dataTable = oleDbConnection.GetOleDbSchemaTable(OleDbSchemaGuid.Catalogs, new object[] {null}); dataTable = oleDbConnection.GetOleDbSchemaTable(OleDbSchemaGuid.Tables, new object[] {"WordEngineering", null, null, null}); dataTable = oleDbConnection.GetOleDbSchemaTable(OleDbSchemaGuid.Columns, new object[] {"WordEngineering", null, "Contact", null});	RyanFarley.com/blog/archive/2004/04/03/495.aspx		UtilityOleDbSchema.cs	
122	2006-12-19 18:02:58.327	To provide access to the event log Using Regedit.exe or another Windows registry editing tool, create the following registry key for the source: HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Application\OdbcProfileProvider. If you do not want the example provider to write exceptions to the event log, you can set the writeExceptionsToEventLog attribute to false in the provider configuration in the Web.config file.				
129	1998-04-29 00:00:00.000	Robin Becker apparently spaces in nmake files require "..."ing even around $(Thing) ie Thing=Program Files ==> "$(Thing)\xxx.dll" etc etc. This works for me with VC 4 at least.	http://groups.google.com/group/comp.lang.tcl/tree/browse_frm/month/1998-04/a99168a26174334c?rnum=21&_done=%2Fgroup%2Fcomp.lang.tcl%2Fbrowse_frm%2Fmonth%2F1998-04%3F			
143	2007-01-23 11:34:45.503	You can do this by right clicking on the References folder of your project and choosing Add Reference. You will find ABCUpload5 near the top of the .NET Tab. If you do not add a reference to ABCUpload .NET you will not be able to use the ABCUpload classes in your project. form id="Form1" method="post" encType="multipart/form-data" runat="server" input type="file" name="myfile". private void Button1_Click(object sender, System.EventArgs e) { Upload theUpload = new Upload(); UploadedFile theFile = theUpload.Files["myfile"]; if ((theFile != null) && (theFile.ContentLength > 0)) theFile.SaveAs(theFile.WinSafeFileName); }	WebSuperGoo.com/helpupload50/source/3-examples/5-codebehind.htm		E:\Projects\IIS\EAgents\UC\ProfileMaintenance.ascx.cs	
